review,label_vader,label_flair,label_zeroshot,clean_review
"70 La La Land succeeds, no, scratch that, *soars* when it's in song. Damien Chazelle's newest film about the allure of music and the relationships which stumble within it is nothing less than a marvelous concoction of sunshine and warm, fuzzy twilight condensed into light taps, swooning dance motions, and large musical gestures. There's an old-school magic to seeing two movie stars float among the stars, a dream played out through a projector, frazzled and exultant, and each step feels…",positive,positive,positive,70 la la land succeeds no scratch that soars when its in song damien chazelles newest film about the allure of music and the relationships which stumble within it is nothing less than a marvelous concoction of sunshine and warm fuzzy twilight condensed into light taps swooning dance motions and large musical gestures theres an old school magic to seeing two movie stars float among the stars a dream played out through a projector frazzled and exultant and each step feels
happy six year anniversary to la la land! i am going to die alone.,negative,positive,positive,happy six year anniversary to la la land i am going to die alone
"Publicado na revista Veja em 18/01/2017 Cidade dos sonhos frustrados No musical La La Land, o encanto do amor e da música se choca com o cotidiano duro e competitivo de Los Angeles Em uma rampa que liga a via expressa 105 à 110, algumas centenas de habitantes de Los Angeles estão fazendo aquilo que os habitantes de Los Angeles mais fazem: mofar no trânsito. Mas, então, a câmera fecha no rosto de uma moça que cantarola junto com o…",negative,positive,negative,publicado na revista veja em 18 01 2017 cidade dos sonhos frustrados no musical la la land o encanto do amor e da música se choca com o cotidiano duro e competitivo de los angeles em uma rampa que liga a via expressa 105 à 110 algumas centenas de habitantes de los angeles estão fazendo aquilo que os habitantes de los angeles mais fazem mofar no trânsito mas então a câmera fecha no rosto de uma moça que cantarola junto com o
"“no one likes jazz, not even you” “i do like jazz now because of you” im sobbing i love musicals",positive,positive,negative,no one likes jazz not even you i do like jazz now because of you im sobbing i love musicals
"“ I’m always gonna love you ” “ I’m always gonna love you too ” this is the most terrifying, yet beautiful horror film of all time and I love it (i’m in so much pain)",positive,positive,positive,i m always gonna love you i m always gonna love you too this is the most terrifying yet beautiful horror film of all time and i love it i m in so much pain
i will give ryan and emma $15 each if they agree to tap dance on my grave at my funeral,negative,positive,negative,i will give ryan and emma 15 each if they agree to tap dance on my grave at my funeral
La La Land is my favourite film of all time. If I were to enjoy a new film in the future it wouldn’t come close to my love for La La Land. This dreamy 2016 musical centred around Mia an actress and Sebastian a pianist. These ambitious individuals fall in love whilst attempting to reconcile their chosen future aspirations. In the beginning the plot starts with a memorable musical sequence ‘Another Day of Sun’ which immediately sets the energetic and…,positive,positive,positive,la la land is my favourite film of all time if i were to enjoy a new film in the future it wouldn t come close to my love for la la land this dreamy 2016 musical centred around mia an actress and sebastian a pianist these ambitious individuals fall in love whilst attempting to reconcile their chosen future aspirations in the beginning the plot starts with a memorable musical sequence another day of sun which immediately sets the energetic and
"Gosling and Stone's first encounter is a literal and metaphorical middle finger filled with love to the audience. Behold how the stars glimmer so gracefully in the vast sky, their perfection timeless and beautiful. If only I could waltz with you beneath their glow every night. Ah, to exist in a symphony of harmony, where every soul finds its own rhythm. Like a melody of dance and song, life weaves its beauty through compromise, crafting our own musical that resonates…",positive,positive,positive,gosling and stones first encounter is a literal and metaphorical middle finger filled with love to the audience behold how the stars glimmer so gracefully in the vast sky their perfection timeless and beautiful if only i could waltz with you beneath their glow every night ah to exist in a symphony of harmony where every soul finds its own rhythm like a melody of dance and song life weaves its beauty through compromise crafting our own musical that resonates
imagine ur wife is pregnant and ur taking her to hospital and u get stuck in traffic and then everyone gets out of their car to sing about sunlight,negative,negative,negative,imagine ur wife is pregnant and ur taking her to hospital and u get stuck in traffic and then everyone gets out of their car to sing about sunlight
"Com certeza um dos filmes mais moralistas que eu já assisti. O que me incomoda nem é essa nostalgia vazia, que até ai já foi objeto de fetiche em uma penca de filmes bestas e com certeza esse não será o último, mas o que me irrita mesmo é esse desprezo pelo contemporâneo que se reflete numa presunçãozinha bem canalha mesmo. Um filme onde só o jazz clássico salva mas os negros são objetos de cena? Onde rola toda uma…",positive,positive,negative,com certeza um dos filmes mais moralistas que eu já assisti o que me incomoda nem é essa nostalgia vazia que até ai já foi objeto de fetiche em uma penca de filmes bestas e com certeza esse não será o último mas o que me irrita mesmo é esse desprezo pelo contemporâneo que se reflete numa presunçãozinha bem canalha mesmo um filme onde só o jazz clássico salva mas os negros são objetos de cena onde rola toda uma
I think we all agree that this movie is the happiest-sad movie ever to exist in humanity. The ending never stops hurting tho ಥ⌣ಥ,positive,positive,positive,i think we all agree that this movie is the happiest sad movie ever to exist in humanity the ending never stops hurting tho ಥ ಥ
HIS CAR WAS NOT JUST RIGHT UP HERE!!! HE LIED!!! HES A LIAR!!!!,negative,negative,negative,his car was not just right up here he lied hes a liar
this film felt like a nice warm hug :(,positive,positive,positive,this film felt like a nice warm hug
"one of those films that i don't understand why everyone loves it so much. i found a large majority of it insufferable. i'm aware i'm probably the only person on planet earth (and possibly other planets with humanoid life) to feel this way. maybe some people will want to cancel me for this, but if you don't want to hear my honesty i would probably suggest not following me. i mean, sure, the cinematography is wonderful, beautiful, gorgeous, all of…",positive,negative,negative,one of those films that i dont understand why everyone loves it so much i found a large majority of it insufferable im aware im probably the only person on planet earth and possibly other planets with humanoid life to feel this way maybe some people will want to cancel me for this but if you dont want to hear my honesty i would probably suggest not following me i mean sure the cinematography is wonderful beautiful gorgeous all of
So had Sebastian and Mia just never heard of long-distance relationships before orrrrrrrrr,negative,positive,negative,so had sebastian and mia just never heard of long distance relationships before orrrrrrrrr
This movie fills me with so much goddamn dispair I cant watch it more than once a week otherwise ill be bedridden (this is a slight joke although I dont believe I have ever watched it more than once a week so this could be proven to be correct) I just love it a lot because its so damn tragic and catchy and beautiful and all the other descriptions that would make this the longest run-on sentence you have ever…,negative,positive,negative,this movie fills me with so much goddamn dispair i cant watch it more than once a week otherwise ill be bedridden this is a slight joke although i dont believe i have ever watched it more than once a week so this could be proven to be correct i just love it a lot because its so damn tragic and catchy and beautiful and all the other descriptions that would make this the longest run on sentence you have ever
"No one can fathom how much this film impacted my life since its release and I really hope I give it justice with this personal review. La La Land is a dramedy musical telling the story of how a pianist and an actress pursued their dreams and fell in and out of love in the city of Los Angeles. Musicals are my all-time favorite film genre, as you can see with my obsessive rewatches of both Hamilton and American Utopia …",positive,positive,positive,no one can fathom how much this film impacted my life since its release and i really hope i give it justice with this personal review la la land is a dramedy musical telling the story of how a pianist and an actress pursued their dreams and fell in and out of love in the city of los angeles musicals are my all time favorite film genre as you can see with my obsessive rewatches of both hamilton and american utopia
"And here's to the fools who dream / Crazy as they may seem. / Here's to the hearts that break. / Here's to the mess we make˚ ༘♡ ⋆｡˚ fuck i never have words to write a review after this movie, my heart has never been so full yet so broken everytime i watch it with the new details and lines i notice, what a masterpiece",positive,positive,positive,and heres to the fools who dream crazy as they may seem heres to the hearts that break heres to the mess we make fuck i never have words to write a review after this movie my heart has never been so full yet so broken everytime i watch it with the new details and lines i notice what a masterpiece
Ryan gosling’s little nod at the end is one of the most devastating things I’ve ever seen. I literally wanna die every time I see it. I love movies,negative,positive,negative,ryan gosling s little nod at the end is one of the most devastating things i ve ever seen i literally wanna die every time i see it i love movies
if there’s one thing to know about me it’s that i’ll always be a la la land girly! Watched it 10+ times and it still hits like the first. Emma stone is the woman of my life for real!! (also i still stream city of stars quite a lot 😭),positive,positive,positive,if there s one thing to know about me it s that i ll always be a la la land girly watched it 10 times and it still hits like the first emma stone is the woman of my life for real also i still stream city of stars quite a lot
That thing where you’re way over-excited for a movie and you’re worried you’re setting yourself up for disappointment and then it’s even better than you imagined and you want to watch it a hundred more times. Full review at ScreenCrush .,positive,positive,positive,that thing where you re way over excited for a movie and you re worried you re setting yourself up for disappointment and then it s even better than you imagined and you want to watch it a hundred more times full review at screencrush
"“AS PESSOAS AMAM AQUILO QUE OS OUTROS FAZEM COM PAIXÃO” Os musicais fazem da sétima arte algo alegre e sonhador, até o mais céticos irão se pegar emocionados ou até cantarolando uma das músicas desse longa após terminarem de assistir. La La Land: Cantando Estações é um longa-metragem que busca nos transportar para um estado de plena mágica e nostalgia. O cineasta e roteirista Damien Chazelle homenageia de maneira honrosa os clássicos musicais de Hollywood que moldaram esse gênero cinematográfico.…",positive,positive,positive,as pessoas amam aquilo que os outros fazem com paixão os musicais fazem da sétima arte algo alegre e sonhador até o mais céticos irão se pegar emocionados ou até cantarolando uma das músicas desse longa após terminarem de assistir la la land cantando estações é um longa metragem que busca nos transportar para um estado de plena mágica e nostalgia o cineasta e roteirista damien chazelle homenageia de maneira honrosa os clássicos musicais de hollywood que moldaram esse gênero cinematográfico
"I live for dreams. I live for the idea that one day I will be in the film industry. I live for film, I live for film lovers, I live for La La Land. When you make films like this, the game is changed. This film is everything that we've been waiting for. In La La Land, there is nothing that feels out of place. Every scene perfectly sets up the next and made me want more than just 2 hours…",positive,positive,positive,i live for dreams i live for the idea that one day i will be in the film industry i live for film i live for film lovers i live for la la land when you make films like this the game is changed this film is everything that weve been waiting for in la la land there is nothing that feels out of place every scene perfectly sets up the next and made me want more than just 2 hours
very charming,positive,positive,positive,very charming
how can anyone hate this masterpiece,positive,positive,positive,how can anyone hate this masterpiece
[serotonin has joined the chat],positive,negative,positive,serotonin has joined the chat
The Oscars made a mistake for “not” giving this masterpiece Best Picture back in 2017.,positive,positive,positive,the oscars made a mistake for not giving this masterpiece best picture back in 2017
"Midway through the movie: Life is beautiful. By the end of the movie: It’s clear—this is a horror film, and one of the finest at that. The film opens with warmth and joy, immersing us in a vibrant, colorful world where everyone dances and sings, creating an atmosphere that feels “like a dream.” But as the story unfolds, dreams inevitably collide with reality. Even though Mia’s final words to Sebastian are, “I’m always gonna love you,” the fact that she…",positive,positive,positive,midway through the movie life is beautiful by the end of the movie it s clear this is a horror film and one of the finest at that the film opens with warmth and joy immersing us in a vibrant colorful world where everyone dances and sings creating an atmosphere that feels like a dream but as the story unfolds dreams inevitably collide with reality even though mia s final words to sebastian are i m always gonna love you the fact that she
"growing up is turning off the tv before the ending montage ends. (emotional stability dependency on fictional characters runs fast, but I run faster)",positive,negative,negative,growing up is turning off the tv before the ending montage ends emotional stability dependency on fictional characters runs fast but i run faster
"1001 movies you must see before you die (Ranked) Oscar Winners (Ranked) (2017) (Best Director) (Best Actress) (Best Cinematography) (Best Original Score) “It’s weird that we keep running into eachother Yeah maybe it means something Doubt it” Yeah I know it’s absolutely crazy that I haven’t seen this film yet, and honestly I don’t have a single excuse why. Just haven’t. I do think it’s crazy how I’ve been able to skip every single spoiler about this film despite its…",positive,negative,negative,1001 movies you must see before you die ranked oscar winners ranked 2017 best director best actress best cinematography best original score it s weird that we keep running into eachother yeah maybe it means something doubt it yeah i know it s absolutely crazy that i haven t seen this film yet and honestly i don t have a single excuse why just haven t i do think it s crazy how i ve been able to skip every single spoiler about this film despite its
"mostly enjoyed this as a simple romantic comedy subversion, highlighting the inherent pain & regret that is bound to permeate our journeys to ""success"", whichever form it inevitably takes in the end. shame that it had to be a musical tho, and by a guy who very clearly views pop art with cynicism and disdain.",positive,positive,positive,mostly enjoyed this as a simple romantic comedy subversion highlighting the inherent pain regret that is bound to permeate our journeys to success whichever form it inevitably takes in the end shame that it had to be a musical tho and by a guy who very clearly views pop art with cynicism and disdain
"🏆98% Favorite Movies Ranked video - HERE My Favorite Movies - Click HERE In a world full of lackluster musicals, we have an absolute gem in La La Land . What could have easily been a by-the-numbers song-filled romp, this film is full of life, energy, joy, and love. It’s a tough task going from this to other musicals because most just don’t measure up. It could absolutely be where I just don’t consider myself to be a “musical fan.” It takes a…",positive,positive,positive,98 favorite movies ranked video here my favorite movies click here in a world full of lackluster musicals we have an absolute gem in la la land what could have easily been a by the numbers song filled romp this film is full of life energy joy and love it s a tough task going from this to other musicals because most just don t measure up it could absolutely be where i just don t consider myself to be a musical fan it takes a
i laughed i cried a number of times i sweat i danced i got shot i ate and i had many epiphanies,positive,positive,positive,i laughed i cried a number of times i sweat i danced i got shot i ate and i had many epiphanies
I don’t care what anyone says; La La Land is a perfect film.,positive,negative,positive,i don t care what anyone says la la land is a perfect film
Joji - Glimpse of Us (Official Music Video),positive,positive,positive,joji glimpse of us official music video
I honestly could give or take the first 90 minutes of this but man that last 30 minutes kills me it's so good.,positive,positive,negative,i honestly could give or take the first 90 minutes of this but man that last 30 minutes kills me its so good
"My attention was seized, watching La La Land a second time — no longer in thrall to a flamboyance one can hardly help but find seductive — by a rather trifling detail. There’s a moment, easy to overlook amid the whirlwind of whip-pans, showtunes, and dance numbers, in which the anonymous patron of a Hollywood studio-lot coffee shop, technically uncredited but specified on IMDB as “Coffee Shop Customer #2”, approaches Mia (Emma Stone), the barista, and demands to know whether…",negative,positive,negative,my attention was seized watching la la land a second time no longer in thrall to a flamboyance one can hardly help but find seductive by a rather trifling detail there s a moment easy to overlook amid the whirlwind of whip pans showtunes and dance numbers in which the anonymous patron of a hollywood studio lot coffee shop technically uncredited but specified on imdb as coffee shop customer 2 approaches mia emma stone the barista and demands to know whether
"The day I don’t cry watching La La Land, I’m dead. Why did I cry more than the first time? 😭😭😭",negative,negative,negative,the day i don t cry watching la la land i m dead why did i cry more than the first time
"It's been so long since I rewatched this that I was wondering if this was still my favorite movie. Yeah, it is.",positive,positive,positive,its been so long since i rewatched this that i was wondering if this was still my favorite movie yeah it is
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,positive,negative,negative,unknown
"Instantly enchanting and impossibly charming, Damien Chazelle's ""La La Land"" is both a throwback and a glance forward. An original musical comedy that buzzes with a golden age energy at the same times it bristles with contemporary verve, Chazelle's film sings and swings its way off the screen, launching itself with undeniable joy into the hearts and minds of its audience. It is an experience the pulses and beats with pure, cinematic bliss. ""La La Land"" is the story of…",positive,positive,positive,instantly enchanting and impossibly charming damien chazelles la la land is both a throwback and a glance forward an original musical comedy that buzzes with a golden age energy at the same times it bristles with contemporary verve chazelles film sings and swings its way off the screen launching itself with undeniable joy into the hearts and minds of its audience it is an experience the pulses and beats with pure cinematic bliss la la land is the story of
I can't believe when I first saw this in theatres i thought it was just ok.. like what the fuck was i thinking. we are talking about top 15 cinema here fuck my shitty ass miserable life lmfao,negative,negative,negative,i cant believe when i first saw this in theatres i thought it was just ok like what the fuck was i thinking we are talking about top 15 cinema here fuck my shitty ass miserable life lmfao
this is actually my roman empire.,positive,positive,positive,this is actually my roman empire
*crying* person: is that gonna happen everytime? me *sobbing*: i think so,negative,negative,negative,crying person is that gonna happen everytime me sobbing i think so
i religiously listen to the soundtrack every single day of my life,positive,positive,positive,i religiously listen to the soundtrack every single day of my life
you know what's better than sex? la la land's cinematography.,positive,positive,positive,you know whats better than sex la la lands cinematography
"People love what other people are passionate about. What's wrong with I Ran???? It is a great song. I am not the biggest fan of musicals, but La La Land is an exception. That's why I had been putting off watching it. I am glad I finally got around to watching this. 9.9/10",positive,positive,positive,people love what other people are passionate about whats wrong with i ran it is a great song i am not the biggest fan of musicals but la la land is an exception thats why i had been putting off watching it i am glad i finally got around to watching this 9 9 10
"“I guess I’ll see you in the movies” I’ll start off by saying that I usually don’t enjoy musicals however… when it comes to La La Land there’s an exception. La La Land is absolutely flawless in every aspect possible. Damien Chazelle is an incredible director. The cinematography is god damn stunning, and the acting is amazing. As I mentioned in a previous review, we all know how good the chemistry between Ryan Gosling and Emma Stone is, and it fucking flourishes in this film. Won’t lie, the ending always gets the emotions going. Absolute Cinema. 💯 🎵 🎹 🎬 Ryan Gosling Ranked Favorite Films",positive,positive,positive,i guess i ll see you in the movies i ll start off by saying that i usually don t enjoy musicals however when it comes to la la land there s an exception la la land is absolutely flawless in every aspect possible damien chazelle is an incredible director the cinematography is god damn stunning and the acting is amazing as i mentioned in a previous review we all know how good the chemistry between ryan gosling and emma stone is and it fucking flourishes in this film won t lie the ending always gets the emotions going absolute cinema ryan gosling ranked favorite films
"If I don’t make a movie that’s an homage to Hollywood, the musicals of the 1960s, and tells the story of young love and heartbreak, I think I might die.",negative,negative,negative,if i don t make a movie that s an homage to hollywood the musicals of the 1960s and tells the story of young love and heartbreak i think i might die
Nunca habrá mejor película que esta…,positive,negative,positive,nunca habrá mejor película que esta
Manic-depression at its finest,negative,negative,negative,manic depression at its finest
Eternally jealous of people who get to watch this for the first time.,negative,negative,negative,eternally jealous of people who get to watch this for the first time
Me: just fuck my shit up La La Land: say no more fam,negative,negative,negative,me just fuck my shit up la la land say no more fam
"apaixonada por esse filme e como ele mostra a realidade. é o que dizem: você pode dividir tudo com a pessoa que ama, menos os seus sonhos.",positive,positive,negative,apaixonada por esse filme e como ele mostra a realidade é o que dizem você pode dividir tudo com a pessoa que ama menos os seus sonhos
🥹 lobe,positive,positive,positive,lobe
I officially decided I would rewatch every Damian Chazelle movie today. This movie is absolutely incredible. This may just be the greatest musical ever.,positive,positive,positive,i officially decided i would rewatch every damian chazelle movie today this movie is absolutely incredible this may just be the greatest musical ever
"🌟95% 🔙 Chernobyl 🔙 🔜Back in Action🔜 Finally got back round to the alphabet challenge , onto letter L and it was finally time I checked out La La Land.. holy fk! I’m not the biggest musical or romance watcher but this made a fan of me for life. That or Damien Chazelle’s unique ability to create stunning and unforgettable cinema, I’ve only seen Whiplash and now La La Land… and they are both easy 5* films. Linus Sandgren’s cinematography is a…",positive,positive,positive,95 chernobyl back in action finally got back round to the alphabet challenge onto letter l and it was finally time i checked out la la land holy fk i m not the biggest musical or romance watcher but this made a fan of me for life that or damien chazelle s unique ability to create stunning and unforgettable cinema i ve only seen whiplash and now la la land and they are both easy 5 films linus sandgren s cinematography is a
"SORRY I'd like to formally apologize to anyone whose sensibilities I have offended by giving this film only 3 stars originally and leaving it that way for more than seven years. I'm not really sure why I did not love this film upon first watching. I LOVE musicals. In fact, as a group, more of my 5 star movies are musicals than any out group. Singing in the Rain is a permanent resident of my Top 4 and my go…",positive,negative,negative,sorry id like to formally apologize to anyone whose sensibilities i have offended by giving this film only 3 stars originally and leaving it that way for more than seven years im not really sure why i did not love this film upon first watching i love musicals in fact as a group more of my 5 star movies are musicals than any out group singing in the rain is a permanent resident of my top 4 and my go
the greatest movie ever made actually,positive,positive,positive,the greatest movie ever made actually
"Neither of 'em can really sing. The middle sags like hell and is in desperate need of a showstopper that doesn't arrive. But dammit, it still plays like gangbusters--and, as you've probably heard, the final 20 minutes, well, they have the range. editing to add my piece at The Atlantic on the film's uncommon understanding of the strengths, and drawbacks, of nostalgia",positive,positive,positive,neither of em can really sing the middle sags like hell and is in desperate need of a showstopper that doesnt arrive but dammit it still plays like gangbusters and as youve probably heard the final 20 minutes well they have the range editing to add my piece at the atlantic on the films uncommon understanding of the strengths and drawbacks of nostalgia
Ryan Gosling ❌ Ryan Dancesling ✅ Ryan Jazzling ✅,positive,positive,positive,ryan gosling ryan dancesling ryan jazzling
"an unusual choice to kick off a month of watching horror movies i know but i figured out what the scariest thing ever, of all time is: a world where this movie doesn't exist",negative,positive,positive,an unusual choice to kick off a month of watching horror movies i know but i figured out what the scariest thing ever of all time is a world where this movie doesnt exist
this really is the most beautiful film ever made and if you don’t agree i’m sorry for you,positive,positive,positive,this really is the most beautiful film ever made and if you don t agree i m sorry for you
"Novamente terminei esse filme em prantos, os últimos minutos dele é pura depressão. É muito o meu trauma cinematográfico, que não consigo deixar de amar. 🥺💔",negative,negative,negative,novamente terminei esse filme em prantos os últimos minutos dele é pura depressão é muito o meu trauma cinematográfico que não consigo deixar de amar
"they got what they wanted, but lost what they had.",negative,negative,negative,they got what they wanted but lost what they had
Rewatched this while I packed to move to LA next week so it hit a little harder than normal. This movie is just so magical and Emma Stone and Ryan Gosling are two of the most charismatic working actors.,positive,positive,positive,rewatched this while i packed to move to la next week so it hit a little harder than normal this movie is just so magical and emma stone and ryan gosling are two of the most charismatic working actors
great representation for girls who steal their boyfriend’s music taste (me),positive,positive,positive,great representation for girls who steal their boyfriend s music taste me
"A celebration of colors contrasted by breathtaking monochromatic backdrops, damien chazelle reminds the increasingly minimalistic world of motion pictures what movies are essentially about -- motion , then invites us to tap our feet, spin around like we're in a silent movie and dance along to the gradual build-up of trombones, via fluid, energetic camerawork and precise choreography. I can not give this any less than a perfect rating, I am a slave to this film and its music.",positive,positive,positive,a celebration of colors contrasted by breathtaking monochromatic backdrops damien chazelle reminds the increasingly minimalistic world of motion pictures what movies are essentially about motion then invites us to tap our feet spin around like were in a silent movie and dance along to the gradual build up of trombones via fluid energetic camerawork and precise choreography i can not give this any less than a perfect rating i am a slave to this film and its music
Ever since I saw this at TIFF back in September I've been DYING to see it again. La La Land is a triumph. I love this movie so much. A spell-binding film that took my breath away once again. Emma Stone was sensational. Ryan Gosling was fantastic. Them together is magical. The ending ruined me again. It's arguably even better the second time around. I want to watch this movie on an endless loop. I'm going to purchase the soundtrack right now and listen to it daily until the Blu-Ray comes out. My original review,positive,positive,positive,ever since i saw this at tiff back in september ive been dying to see it again la la land is a triumph i love this movie so much a spell binding film that took my breath away once again emma stone was sensational ryan gosling was fantastic them together is magical the ending ruined me again its arguably even better the second time around i want to watch this movie on an endless loop im going to purchase the soundtrack right now and listen to it daily until the blu ray comes out my original review
who needs singin in the rain when u could be singin thru the pain hahahahaha am i right,negative,positive,negative,who needs singin in the rain when u could be singin thru the pain hahahahaha am i right
One day I’m gonna tell my grandkids that THIS was what life in 2016 was like.,positive,positive,negative,one day i m gonna tell my grandkids that this was what life in 2016 was like
"There’s a difference between good and bad fan-service. Like Into the Spider-Verse’s effective handling of the web slinger’s lore, what you find here is an astounding homage to musicals of a bygone era. Minor spoilers to follow. The cinematography and production design in this film is so engrossing to look at it takes you to somewhere else. It is literally larger than life. We get glimpses of this ‘larger-than-life” concept sprinkled throughout leading to a narratively satisfying finale that will…",positive,positive,positive,there s a difference between good and bad fan service like into the spider verse s effective handling of the web slinger s lore what you find here is an astounding homage to musicals of a bygone era minor spoilers to follow the cinematography and production design in this film is so engrossing to look at it takes you to somewhere else it is literally larger than life we get glimpses of this larger than life concept sprinkled throughout leading to a narratively satisfying finale that will
"Welcome to Seb's. - Even though I’m not a big fan of musicals, La La Land really pleased me. It’s one of the few in the genre that I truly enjoyed watching. The musical scenes aren’t just thrown in — they are well placed and flow really well with the story, nothing feels forced. Ryan Gosling and Emma Stone have great chemistry together, and the jazz makes everything even better. Visually, the film is beautiful, with amazing cinematography. And the…",positive,positive,positive,welcome to sebs even though i m not a big fan of musicals la la land really pleased me it s one of the few in the genre that i truly enjoyed watching the musical scenes aren t just thrown in they are well placed and flow really well with the story nothing feels forced ryan gosling and emma stone have great chemistry together and the jazz makes everything even better visually the film is beautiful with amazing cinematography and the
"Justin Hurwitz MVP. Not sure why I didn’t have this at 5 stars already. The songs and score run through my daily, no exaggeration. Degrees of Kevin Bacon: 1 1. Emma Stone (or Ryan Gosling ) and Kevin Bacon in Crazy, Stupid, Love.",negative,positive,positive,justin hurwitz mvp not sure why i didn t have this at 5 stars already the songs and score run through my daily no exaggeration degrees of kevin bacon 1 1 emma stone or ryan gosling and kevin bacon in crazy stupid love
pissy caca,positive,negative,negative,pissy caca
“Here’s to the fools who dream”,negative,positive,negative,here s to the fools who dream
this film made me feel things that i can't explain,positive,positive,negative,this film made me feel things that i cant explain
"Two struggling artists, an actress and a jazz musician, meet by chance in Los Angeles, fall in love and try to fulfill their dreams. Will they succeed? And if they do, can their relationship survive the inevitable price that has to be paid? Technically flawless, visually dazzling and emotionally touching, ""La La Land"" is a wonderful revitalization of the moribund classic musical. Chazelle's vision is one of honoring the old tropes of the genre but at the same time updating…",positive,positive,positive,two struggling artists an actress and a jazz musician meet by chance in los angeles fall in love and try to fulfill their dreams will they succeed and if they do can their relationship survive the inevitable price that has to be paid technically flawless visually dazzling and emotionally touching la la land is a wonderful revitalization of the moribund classic musical chazelles vision is one of honoring the old tropes of the genre but at the same time updating
being depressed and up this movie's ass are my only two personality traits,negative,negative,negative,being depressed and up this movies ass are my only two personality traits
"hey twin, it's okay to like popular films like La La Land. they're popular for a reason, right? and I won't blame you for it. okay, that's all. take care, twin.",positive,negative,positive,hey twin its okay to like popular films like la la land theyre popular for a reason right and i wont blame you for it okay thats all take care twin
"Somebody said this movie is going to be studied in cinema history lessons in 20 years, and I couldn't agree more. This is perfectly done, visually stunning, and made me shed lots of tears. Emma Stone and Ryan Gosling deliver one of their best performances; the soundtrack gets stuck in your head, and I'm of the idea this should've won the Oscar for best movie.",positive,positive,positive,somebody said this movie is going to be studied in cinema history lessons in 20 years and i couldnt agree more this is perfectly done visually stunning and made me shed lots of tears emma stone and ryan gosling deliver one of their best performances the soundtrack gets stuck in your head and im of the idea this shouldve won the oscar for best movie
Watched my favorite horror film for this Halloween. I’m not okay 😭💔,negative,negative,negative,watched my favorite horror film for this halloween i m not okay
bunu da yalnız izledik evelallah,positive,positive,positive,bunu da yalnız izledik evelallah
Watching pre-pandemic Ryan Gosling movies is like watching old home videos of your childhood dog that was tragically run over by a gray 1999 Toyota Camry. #GoneTooSoon,negative,negative,negative,watching pre pandemic ryan gosling movies is like watching old home videos of your childhood dog that was tragically run over by a gray 1999 toyota camry gonetoosoon
I just realized that the four seasons somehow symbolizes the relationship between Mia and Sebastian. I feel like a fool for not noticing it. La La Land is a lot better the second time around.,positive,negative,positive,i just realized that the four seasons somehow symbolizes the relationship between mia and sebastian i feel like a fool for not noticing it la la land is a lot better the second time around
